Id,SalePrice
1461,119959.51321625026
1462,84855.262186413
1463,174712.3960359546
1464,191619.97621705363
1465,188546.304250541
1466,168908.01513640038
1467,172661.74103848657
1468,159022.55272155008
1469,178257.13543011213
1470,130633.42306709295
1471,189764.6863555577
1472,96308.4958358358
1473,95697.0974907301
1474,141581.15163841072
1475,111317.54307190885
1476,340851.7922790498
1477,244357.86994975436
1478,289832.360702702
1479,285112.0569084687
1480,504319.1977234123
1481,336894.9830966072
1482,219372.26015405956
1483,188311.83077943488
1484,171252.59026189047
1485,198965.0329652314
1486,193500.4482489698
1487,314267.46138049604
1488,228147.43797609585
1489,197824.3621196164
1490,251528.70538025314
1491,196468.33728163663
1492,91460.51849904613
1493,194166.9315121954
1494,269452.4944618985
1495,262574.4954814285
1496,241077.71943188546
1497,182090.83714689856
1498,170916.14473302147
1499,158746.35752156298
1500,163788.7510700744
1501,203464.25925227118
1502,158975.80546040458
1503,242108.33449020845
1504,239256.23328435724
1505,232916.88723777301
1506,195878.6142048229
1507,260741.29967780545
1508,206257.05091802523
1509,160601.81252010816
1510,145357.51249964908
1511,143885.40420897165
1512,188622.21371548544
1513,152140.3805792018
1514,137887.00910267266
1515,199028.59903734413
1516,150456.73165112993
1517,173246.78353224375
1518,126561.65524791331
1519,207676.11476898458
1520,129614.33458257049
1521,128171.81445269419
1522,183585.24394652963
1523,117742.49353735564
1524,128170.63048202868
1525,124239.75996047472
1526,116710.68479802251
1527,107940.02634335672
1528,126041.91884125225
1529,149277.2233811394
1530,178546.97827619218
1531,110696.26496337878
1532,96909.66943824117
1533,149499.94408395994
1534,115490.9269979151
1535,142401.09064311784
1536,103963.21870104849
1537,61496.380074890054
1538,138632.61425765065
1539,190407.1870041287
1540,97651.20220871766
1541,128658.7805066418
1542,133962.53159779316
1543,187465.97235733955
1544,95276.22385789103
1545,120571.94735198576
1546,132783.8467832457
1547,138499.40565906547
1548,136358.43035007894
1549,123711.11124902841
1550,130047.7498139338
1551,94028.99427921775
1552,151287.42693234974
1553,152174.13968350724
1554,123940.5570611065
1555,166849.09243728215
1556,87244.89728833863
1557,95016.61972891842
1558,90761.33628719345
1559,100171.87292847259
1560,131793.56100963955
1561,138250.07033606997
1562,137278.18225324393
1563,130388.43386466746
1564,150933.1647241098
1565,143107.97846649817
1566,235228.79830373268
1567,75400.64151648313
1568,238115.31398617028
1569,128168.54911225558
1570,145866.66053625764
1571,115158.73280221241
1572,142743.46346311204
1573,230808.00851208673
1574,127675.67400474199
1575,236085.28912211544
1576,249166.32274345978
1577,185011.266549538
1578,125663.61637445708
1579,145526.98684903453
1580,177894.39221708226
1581,162837.5629104816
1582,130826.17855194311
1583,272263.6543583954
1584,220157.3659495685
1585,145566.69769101005
1586,63811.15177124566
1587,103782.84409031301
1588,157677.87250432748
1589,97134.27879451476
1590,130048.74217247056
1591,102937.83819466851
1592,101039.69586410052
1593,112820.71731388096
1594,138230.8618342797
1595,108849.30235341676
1596,227148.85196438053
1597,185562.5069595068
1598,249528.1354307019
1599,159568.73658460233
1600,150800.41307786052
1601,76293.45694984747
1602,106957.36604256554
1603,93777.96906605527
1604,277949.99335549865
1605,227262.1970637975
1606,167567.38152735558
1607,172066.74961268378
1608,223935.13936003397
1609,177137.31203351606
1610,159002.7796670483
1611,137393.0407033176
1612,175638.8621397167
1613,167434.12329681733
1614,124771.48435880207
1615,94229.23875885931
1616,83160.34527533299
1617,96715.30347129717
1618,119663.99476813502
1619,158135.6361324704
1620,164375.02997854978
1621,128457.42806752103
1622,144657.0213219652
1623,245754.05086430485
1624,210925.67720876163
1625,110225.31148093293
1626,163153.09760276385
1627,182508.2201715843
1628,272448.5898067089
1629,180007.30189291984
1630,384581.83096081554
1631,234752.90079437243
1632,248139.73795814472
1633,174294.70390374726
1634,185969.50480318905
1635,173940.38999558272
1636,151420.45390353698
1637,209839.975200778
1638,185018.15800748396
1639,179552.9551742425
1640,263807.730417892
1641,183791.98164368284
1642,236946.62643762497
1643,211462.4863162079
1644,232443.33107343165
1645,211472.370991291
1646,160801.24720796308
1647,145316.1497702615
1648,124841.76466352133
1649,148331.30548664584
1650,113910.9789572664
1651,123829.54265352788
1652,100501.14367540173
1653,104138.21901148687
1654,144259.57955155827
1655,130135.19753079419
1656,138920.5193195944
1657,148003.43285226068
1658,149250.343917782
1659,117374.99197402362
1660,157948.54437915492
1661,465817.89301904594
1662,391544.5565142446
1663,383988.6801237879
1664,507324.1789384637
1665,291879.57385727187
1666,332017.65476784826
1667,411946.22475932253
1668,320118.8415673641
1669,291590.488084014
1670,316632.40659987944
1671,274450.13157139916
1672,403369.01723409333
1673,305702.94697179575
1674,238237.9263867399
1675,214398.9135027577
1676,200159.77244352637
1677,230998.7711085493
1678,484348.6442693218
1679,387878.83153043553
1680,334047.92707705527
1681,235072.34409703783
1682,316021.33945455815
1683,193522.62470095957
1684,170443.4011726547
1685,178829.0380267641
1686,178393.5288122777
1687,179499.2872701458
1688,184085.55022753662
1689,191856.44013804782
1690,193094.66061444688
1691,184465.8475118007
1692,256466.18162543207
1693,176896.38029208936
1694,177297.95986487533
1695,158743.7016811777
1696,266299.99304912816
1697,167915.62156217784
1698,337178.6126670257
1699,320527.06800223107
1700,264856.917233906
1701,265354.5013912817
1702,241225.54468383236
1703,243949.02020415876
1704,275747.54670141474
1705,250799.0661134881
1706,421977.4405035069
1707,216710.54702725972
1708,206637.85255840755
1709,261876.10842222805
1710,230314.15994459955
1711,270550.5995263192
1712,258549.7233435842
1713,259935.66569237542
1714,231786.4106798131
1715,208764.09998134832
1716,179513.61215513467
1717,180363.5702132632
1718,139997.58974485658
1719,210478.63768029833
1720,216171.69908655633
1721,162276.63829797745
1722,134675.58891186723
1723,161341.6092037982
1724,192812.13145285755
1725,242631.9485417433
1726,197806.67252998342
1727,157239.4626595797
1728,175319.02440726623
1729,163042.5579461727
1730,145791.5515503141
1731,123901.21032053322
1732,130450.03985741292
1733,112487.62510209203
1734,123099.36533462096
1735,132478.44300421278
1736,114316.62381439359
1737,254830.422175079
1738,245342.58623157465
1739,263928.00337348535
1740,226922.52817647468
1741,194183.21862067207
1742,195951.50543298284
1743,189669.7078824823
1744,290862.53557458293
1745,212733.85121996436
1746,185462.99946168135
1747,217643.89745187695
1748,251132.61040605223
1749,151932.85594930567
1750,121430.42777301371
1751,250569.7921826685
1752,118714.6482220731
1753,143757.20152731973
1754,188965.19154753193
1755,174383.25788092578
1756,137694.48057791582
1757,122839.78479743579
1758,147265.92241724578
1759,157184.6102969538
1760,164242.0167270347
1761,133430.68390620121
1762,187973.5112573991
1763,180955.54818303854
1764,121505.00175066794
1765,163220.3255299827
1766,179417.01363820327
1767,210390.47136768053
1768,146243.91625818986
1769,159790.1778546521
1770,153241.7316971644
1771,124429.25489536584
1772,136766.44506014112
1773,134387.6728809789
1774,143021.03613012983
1775,140489.7330680481
1776,134310.0037482846
1777,101500.86761511269
1778,141986.06718048523
1779,117111.31176275312
1780,153457.38907782474
1781,128046.49762385958
1782,102885.89356223363
1783,141637.13048065727
1784,114957.10331160508
1785,119638.69224311925
1786,136142.58067256832
1787,156085.46764951374
1788,70256.03506941954
1789,100039.43110737937
1790,82021.10317073799
1791,184149.2701623662
1792,151325.7518641076
1793,122530.74739870269
1794,151600.38664645128
1795,133529.76197671756
1796,137261.19910561328
1797,102733.84739009678
1798,125758.62850357813
1799,116401.88411353593
1800,145751.91399843863
1801,127339.93649875342
1802,107090.47878071739
1803,143711.17102496658
1804,139541.33970939848
1805,129390.08346648978
1806,124284.24869831583
1807,123932.56998015157
1808,121133.14308856137
1809,131579.8820562193
1810,150479.6709836809
1811,86873.2795013953
1812,98814.58902312366
1813,113027.17093186462
1814,91225.22020092851
1815,63884.65725485468
1816,98864.79922827939
1817,114276.90444442586
1818,170705.96708817763
1819,141712.57941050187
1820,77663.69947216827
1821,108631.4027101828
1822,146715.8903999118
1823,51996.153785612405
1824,127188.8637021954
1825,168464.70450713884
1826,123745.2088446183
1827,95496.77717731957
1828,143354.08636613545
1829,115366.02422280256
1830,146268.6817471335
1831,137386.2272791229
1832,66292.05925405254
1833,144782.77770639388
1834,109051.65971066472
1835,125026.45023737178
1836,123835.672214856
1837,90330.80596298211
1838,128141.20192022428
1839,110327.24990511891
1840,169034.46984278937
1841,143016.81281636914
1842,88886.17998609712
1843,129057.9886775993
1844,142330.35899802696
1845,150987.48711090835
1846,149210.18786877894
1847,186949.11266188996
1848,59276.30939325855
1849,107623.17989038149
1850,117388.94836201394
1851,150509.33821771567
1852,129422.20226642129
1853,145055.6675343624
1854,153972.03881093703
1855,168584.1446006366
1856,226809.25855360428
1857,124766.89915593652
1858,130705.54167269358
1859,116635.5376271958
1860,145066.50574566727
1861,116709.33104639135
1862,320864.59312102076
1863,289747.4338524721
1864,289887.17810962215
1865,308855.6631810836
1866,303449.29081532586
1867,212639.18992352887
1868,301597.16280133557
1869,204483.2417413018
1870,212946.8808068131
1871,245912.46788359855
1872,180720.92204625095
1873,229395.819619055
1874,146518.9103493317
1875,199237.92616296443
1876,200296.14298279217
1877,203188.6577923208
1878,211322.63587586666
1879,141141.83257091077
1880,131685.9904696832
1881,237721.02342274203
1882,248381.0816665231
1883,186459.85700282708
1884,209106.6819988284
1885,225202.144908266
1886,269965.31517781847
1887,212815.60674743127
1888,250254.4795866971
1889,181125.05365207038
1890,132219.09707738977
1891,135930.72258556727
1892,94653.28144951821
1893,129806.82133189899
1894,129062.38846100122
1895,139439.6425647276
1896,123826.17346246648
1897,108327.31833925517
1898,117038.71529171587
1899,166111.88607145674
1900,159433.91672428526
1901,173129.96380908598
1902,165857.34334606267
1903,232248.3404166425
1904,161102.78951330463
1905,210826.97066932352
1906,140379.70538939154
1907,226200.6156923689
1908,107014.16941174938
1909,135003.00293724504
1910,120228.60631976744
1911,249469.29921745777
1912,380842.08163109893
1913,129871.60914985962
1914,82051.89754836519
1915,332552.028031187
1916,60426.47756019259
1917,234655.39437703913
1918,141471.8809432609
1919,181919.39113381985
1920,154551.56162655563
1921,375224.2896151202
1922,295390.45425501105
1923,249393.84413356788
1924,220685.38946684846
1925,194659.72904370783
1926,375678.01896058524
1927,133913.24671226248
1928,140288.4717551285
1929,130397.02298459895
1930,145026.35273841786
1931,136022.6089929553
1932,133784.8121153519
1933,166815.81998522073
1934,166539.19564706835
1935,164445.3667829274
1936,186454.24595802304
1937,180992.84244448424
1938,180983.84794487187
1939,243759.9908399361
1940,185682.96066847883
1941,171983.783639722
1942,186773.0450826514
1943,211460.51367943684
1944,404148.8741328734
1945,370141.0079742893
1946,133047.4839575939
1947,312959.4133513159
1948,180225.52943608275
1949,245821.533184017
1950,188236.90212733462
1951,253861.65748554736
1952,216351.43181172883
1953,176346.0069835598
1954,185852.47811296044
1955,134578.96689632154
1956,317331.10949513037
1957,152544.14525571384
1958,293010.95452155685
1959,149164.63973889663
1960,123099.5050038154
1961,128090.27831699525
1962,95765.25969660791
1963,104033.18429642652
1964,109098.52403169771
1965,150713.8134289774
1966,129863.36817155826
1967,299169.4716227483
1968,462073.4032645231
1969,385407.06649833877
1970,398923.9938340184
1971,476978.0834424176
1972,356284.1655233887
1973,300200.3787147375
1974,336955.110125325
1975,515792.2755889904
1976,268269.8380870308
1977,380542.8722470607
1978,363672.0271697963
1979,327936.26986990985
1980,220169.72550201914
1981,323783.27437011397
1982,223971.09543322687
1983,211628.1186279535
1984,176084.6644508503
1985,224770.6838287422
1986,200034.19451738847
1987,182088.1017678497
1988,177666.19296988376
1989,191308.39397400993
1990,216046.2390396083
1991,242507.5149386156
1992,210916.60446920502
1993,164305.908473967
1994,225120.07892478813
1995,178650.52289312013
1996,275164.9587653759
1997,280394.1832110521
1998,304059.935377956
1999,270030.3558023888
2000,323735.36155664583
2001,290055.4853536783
2002,239331.06608055616
2003,253940.93664976387
2004,297595.8636188138
2005,219947.6385148603
2006,220010.10230754086
2007,255662.62939785942
2008,222084.60492119304
2009,211087.520593639
2010,198185.09237725293
2011,153123.48254771694
2012,172661.89830816103
2013,182277.86573437287
2014,184113.5333471838
2015,216893.71461670476
2016,198147.73686339383
2017,200393.99621287937
2018,126753.50193911839
2019,133810.77052021222
2020,108931.08704460927
2021,107343.1068603406
2022,184829.6828242498
2023,140852.99765906428
2024,314381.3213161252
2025,361115.07334382436
2026,183525.22899747337
2027,175287.23542264118
2028,150679.00643191053
2029,168706.5408316442
2030,258048.43035066532
2031,215702.14589602157
2032,226794.4993349961
2033,237844.1814643636
2034,176690.41984407514
2035,222568.81267272262
2036,191177.97927542898
2037,192549.33897012362
2038,316752.96916533407
2039,226256.68684158172
2040,290921.74587548466
2041,272619.81348443887
2042,210334.55359509436
2043,178677.61690734175
2044,159122.65927226673
2045,205980.36357822228
2046,149401.2771074331
2047,136710.4687227535
2048,140783.28043642637
2049,138964.82344888017
2050,168958.10457980417
2051,100605.23021091278
2052,126524.15863349376
2053,151520.17600002128
2054,94544.72519009106
2055,159217.9337606964
2056,156784.16827212283
2057,110770.138461598
2058,214466.58726429797
2059,140420.39788455708
2060,175233.00896830158
2061,167506.78128521552
2062,130103.46515363496
2063,135378.99497220584
2064,135297.27346841438
2065,107510.1960251437
2066,180969.594363474
2067,114341.10581617284
2068,142725.1748485677
2069,91229.00453680368
2070,118712.922745281
2071,99882.6016900613
2072,134677.06321191197
2073,133437.82171459796
2074,151826.75757060305
2075,146419.64541031467
2076,110180.1338978498
2077,166916.45309896587
2078,131374.83369631777
2079,123582.28528439345
2080,123872.77038987172
2081,119311.87449514806
2082,128947.84500445962
2083,145622.23631173556
2084,117408.94540625165
2085,126246.7188804026
2086,126104.7984666145
2087,118047.66968535044
2088,89018.13492970835
2089,82096.9100346732
2090,131815.62392972788
2091,119518.84468388994
2092,128089.8188018164
2093,125153.70439682255
2094,101028.10882003735
2095,145350.04191915502
2096,86442.07837858605
2097,98203.51123092277
2098,146953.56487938674
2099,72089.84551828854
2100,83673.15840536868
2101,102458.4480546553
2102,112615.80864519019
2103,111324.27348796884
2104,147454.0269397971
2105,133774.270192031
2106,54276.766283414094
2107,178145.40845788253
2108,123548.52548320069
2109,118155.54139139244
2110,114201.98717291428
2111,123766.31449003494
2112,149379.88500251313
2113,125408.84928962597
2114,110243.09055214611
2115,161032.35854063195
2116,110519.33568861295
2117,148430.6069744151
2118,128649.57770071753
2119,114433.67220401802
2120,111156.01754246055
2121,90172.4045767807
2122,130516.32008698999
2123,79324.50313962958
2124,158041.3216611806
2125,122648.27454306648
2126,146613.27072231675
2127,164360.6264050286
2128,136930.527558237
2129,93261.69575946548
2130,136541.6165228361
2131,124785.58192214057
2132,112923.54307103922
2133,108798.90460973029
2134,122480.3195466633
2135,93136.07083685207
2136,83016.05040537617
2137,105838.88588989075
2138,132695.02627297776
2139,146016.1601853975
2140,144369.82903436
2141,172697.94585666776
2142,132076.4558182049
2143,141311.59323297307
